Serial no;Year;City;Sport;Discipline;Athlete;Country;Gender;Event;Medal
5177;2014;Sochi;Biathlon;Biathlon;SCHEMPP, Simon;GER;Men;4X7.5KM Relay;Silver
5178;2014;Sochi;Biathlon;Biathlon;MALYSHKO, Dmitry;RUS;Men;4X7.5KM Relay;Gold
5179;2014;Sochi;Biathlon;Biathlon;SHIPULIN, Anton;RUS;Men;4X7.5KM Relay;Gold
5180;2014;Sochi;Biathlon;Biathlon;USTYUGOV, Evgeny;RUS;Men;4X7.5KM Relay;Gold
5181;2014;Sochi;Biathlon;Biathlon;VOLKOV, Alexey;RUS;Men;4X7.5KM Relay;Gold
5182;2014;Sochi;Biathlon;Biathlon;MORAVEC, Ondrej;CZE;Men;Relay Mix;Silver
5183;2014;Sochi;Biathlon;Biathlon;SOUKUP, Jaroslav;CZE;Men;Relay Mix;Silver
5184;2014;Sochi;Biathlon;Biathlon;HOFER, Lukas;ITA;Men;Relay Mix;Bronze
5185;2014;Sochi;Biathlon;Biathlon;WINDISCH, Dominik;ITA;Men;Relay Mix;Bronze
5186;2014;Sochi;Biathlon;Biathlon;BJOERNDALEN, Ole Einar;NOR;Men;Relay Mix;Gold
5187;2014;Sochi;Biathlon;Biathlon;SVENDSEN, Emil Hegle;NOR;Men;Relay Mix;Gold
5188;2014;Sochi;Biathlon;Biathlon;DOMRACHEVA, Darya;BLR;Women;10KM Pursuit;Gold
5189;2014;Sochi;Biathlon;Biathlon;BERGER, Tora;NOR;Women;10KM Pursuit;Silver
5190;2014;Sochi;Biathlon;Biathlon;GREGORIN, Teja;SLO;Women;10KM Pursuit;Bronze
5191;2014;Sochi;Biathlon;Biathlon;DOMRACHEVA, Darya;BLR;Women;12.5KM Mass Start;Gold
5192;2014;Sochi;Biathlon;Biathlon;SOUKALOVA, Gabriela;CZE;Women;12.5KM Mass Start;Silver
5193;2014;Sochi;Biathlon;Biathlon;ECKHOFF, Tiril;NOR;Women;12.5KM Mass Start;Bronze
5194;2014;Sochi;Biathlon;Biathlon;DOMRACHEVA, Darya;BLR;Women;15KM;Gold
5195;2014;Sochi;Biathlon;Biathlon;SKARDINO, Nadezhda;BLR;Women;15KM;Bronze
5196;2014;Sochi;Biathlon;Biathlon;GASPARIN, Selina;SUI;Women;15KM;Silver
5197;2014;Sochi;Biathlon;Biathlon;BERGER, Tora;NOR;Women;4X6KM Relay;Bronze
5198;2014;Sochi;Biathlon;Biathlon;ECKHOFF, Tiril;NOR;Women;4X6KM Relay;Bronze
5199;2014;Sochi;Biathlon;Biathlon;FLATLAND, Ann Kristin Aafedt;NOR;Women;4X6KM Relay;Bronze
5200;2014;Sochi;Biathlon;Biathlon;HORN, Fanny Welle-Strand;NOR;Women;4X6KM Relay;Bronze
5201;2014;Sochi;Biathlon;Biathlon;ROMANOVA, Yana;RUS;Women;4X6KM Relay;Silver
5202;2014;Sochi;Biathlon;Biathlon;SHUMILOVA, Ekaterina;RUS;Women;4X6KM Relay;Silver
5203;2014;Sochi;Biathlon;Biathlon;VILUKHINA, Olga;RUS;Women;4X6KM Relay;Silver
5204;2014;Sochi;Biathlon;Biathlon;ZAITSEVA, Olga;RUS;Women;4X6KM Relay;Silver
5205;2014;Sochi;Biathlon;Biathlon;DZHYMA, Juliya;UKR;Women;4X6KM Relay;Gold
5206;2014;Sochi;Biathlon;Biathlon;PIDHRUSHNA, Olena;UKR;Women;4X6KM Relay;Gold
5207;2014;Sochi;Biathlon;Biathlon;SEMERENKO, Valj;UKR;Women;4X6KM Relay;Gold
5208;2014;Sochi;Biathlon;Biathlon;SEMERENKO, Vita;UKR;Women;4X6KM Relay;Gold
5209;2014;Sochi;Biathlon;Biathlon;VILUKHINA, Olga;RUS;Women;7.5KM;Silver
5210;2014;Sochi;Biathlon;Biathlon;KUZMINA, Anastazia;SVK;Women;7.5KM;Gold
5211;2014;Sochi;Biathlon;Biathlon;SEMERENKO, Vita;UKR;Women;7.5KM;Bronze
5212;2014;Sochi;Biathlon;Biathlon;SOUKALOVA, Gabriela;CZE;Women;Relay Mix;Silver
5213;2014;Sochi;Biathlon;Biathlon;VITKOVA, Veronika;CZE;Women;Relay Mix;Silver
5214;2014;Sochi;Biathlon;Biathlon;OBERHOFER, Karin;ITA;Women;Relay Mix;Bronze
5215;2014;Sochi;Biathlon;Biathlon;WIERER, Dorothea;ITA;Women;Relay Mix;Bronze
5216;2014;Sochi;Biathlon;Biathlon;BERGER, Tora;NOR;Women;Relay Mix;Gold
5217;2014;Sochi;Biathlon;Biathlon;ECKHOFF, Tiril;NOR;Women;Relay Mix;Gold
5218;2014;Sochi;Bobsleigh;Bobsleigh;DREISKENS, Daumants;LAT;Men;Four-Man;Silver
5219;2014;Sochi;Bobsleigh;Bobsleigh;MELBARDIS, Oskars;LAT;Men;Four-Man;Silver
5220;2014;Sochi;Bobsleigh;Bobsleigh;STRENGA, Janis;LAT;Men;Four-Man;Silver
5221;2014;Sochi;Bobsleigh;Bobsleigh;VILKASTE, Arvis;LAT;Men;Four-Man;Silver
5222;2014;Sochi;Bobsleigh;Bobsleigh;NEGODAYLO, Alexey;RUS;Men;Four-Man;Gold
5223;2014;Sochi;Bobsleigh;Bobsleigh;TRUNENKOV, Dmitry;RUS;Men;Four-Man;Gold
5224;2014;Sochi;Bobsleigh;Bobsleigh;VOEVODA, Alexey;RUS;Men;Four-Man;Gold
5225;2014;Sochi;Bobsleigh;Bobsleigh;ZUBKOV, Alexander;RUS;Men;Four-Man;Gold
5226;2014;Sochi;Bobsleigh;Bobsleigh;FOGT, Christopher;USA;Men;Four-Man;Bronze
5227;2014;Sochi;Bobsleigh;Bobsleigh;HOLCOMB, Steven;USA;Men;Four-Man;Bronze
5228;2014;Sochi;Bobsleigh;Bobsleigh;LANGTON, Steven;USA;Men;Four-Man;Bronze
5229;2014;Sochi;Bobsleigh;Bobsleigh;TOMASEVICZ, Curtis;USA;Men;Four-Man;Bronze
5230;2014;Sochi;Bobsleigh;Bobsleigh;VOEVODA, Alexey;RUS;Men;Two-Man;Gold
5231;2014;Sochi;Bobsleigh;Bobsleigh;ZUBKOV, Alexander;RUS;Men;Two-Man;Gold
5232;2014;Sochi;Bobsleigh;Bobsleigh;BAUMANN, Alex;SUI;Men;Two-Man;Silver
5233;2014;Sochi;Bobsleigh;Bobsleigh;HEFTI, Beat;SUI;Men;Two-Man;Silver
5234;2014;Sochi;Bobsleigh;Bobsleigh;HOLCOMB, Steven;USA;Men;Two-Man;Bronze
5235;2014;Sochi;Bobsleigh;Bobsleigh;LANGTON, Steven;USA;Men;Two-Man;Bronze
5236;2014;Sochi;Bobsleigh;Bobsleigh;HUMPHRIES, Kaillie;CAN;Women;Two-Woman;Gold
5237;2014;Sochi;Bobsleigh;Bobsleigh;MOYSE, Heather;CAN;Women;Two-Woman;Gold
5238;2014;Sochi;Bobsleigh;Bobsleigh;EVANS, Aja;USA;Women;Two-Woman;Bronze
5239;2014;Sochi;Bobsleigh;Bobsleigh;GREUBEL, Jamie;USA;Women;Two-Woman;Bronze
5240;2014;Sochi;Bobsleigh;Bobsleigh;MEYERS, Elana;USA;Women;Two-Woman;Silver
5241;2014;Sochi;Bobsleigh;Bobsleigh;WILLIAMS, Lauryn;USA;Women;Two-Woman;Silver
5242;2014;Sochi;Bobsleigh;Skeleton;DUKURS, Martins;LAT;Men;Individual;Silver
5243;2014;Sochi;Bobsleigh;Skeleton;TRETYAKOV, Alexander;RUS;Men;Individual;Gold
5244;2014;Sochi;Bobsleigh;Skeleton;ANTOINE, Matthew;USA;Men;Individual;Bronze
5245;2014;Sochi;Bobsleigh;Skeleton;YARNOLD, Elizabeth;GBR;Women;Individual;Gold
5246;2014;Sochi;Bobsleigh;Skeleton;NIKITINA, Elena;RUS;Women;Individual;Bronze
5247;2014;Sochi;Bobsleigh;Skeleton;PIKUS-PACE, Noelle;USA;Women;Individual;Silver
5248;2014;Sochi;Curling;Curling;FLAXEY, Caleb;CAN;Men;Curling;Gold
5249;2014;Sochi;Curling;Curling;FRY, Ryan;CAN;Men;Curling;Gold
5250;2014;Sochi;Curling;Curling;HARNDEN, E.J.;CAN;Men;Curling;Gold
5251;2014;Sochi;Curling;Curling;HARNDEN, Ryan;CAN;Men;Curling;Gold
5252;2014;Sochi;Curling;Curling;JACOBS, Brad;CAN;Men;Curling;Gold
5253;2014;Sochi;Curling;Curling;ANDREWS, Scott;GBR;Men;Curling;Silver
5254;2014;Sochi;Curling;Curling;BREWSTER, Tom;GBR;Men;Curling;Silver
5255;2014;Sochi;Curling;Curling;DRUMMOND, Greg;GBR;Men;Curling;Silver
5256;2014;Sochi;Curling;Curling;GOODFELLOW, Michael;GBR;Men;Curling;Silver
5257;2014;Sochi;Curling;Curling;MURDOCH, David;GBR;Men;Curling;Silver
5258;2014;Sochi;Curling;Curling;EDIN, Niklas;SWE;Men;Curling;Bronze
5259;2014;Sochi;Curling;Curling;ERIKSSON, Oskar;SWE;Men;Curling;Bronze
5260;2014;Sochi;Curling;Curling;KJAELL, Viktor;SWE;Men;Curling;Bronze
5261;2014;Sochi;Curling;Curling;KRAUPP, Sebastian;SWE;Men;Curling;Bronze
5262;2014;Sochi;Curling;Curling;LINDBERG, Fredrik;SWE;Men;Curling;Bronze
5263;2014;Sochi;Curling;Curling;JONES, Jennifer;CAN;Women;Curling;Gold
5264;2014;Sochi;Curling;Curling;LAWES, Kaitlyn;CAN;Women;Curling;Gold
5265;2014;Sochi;Curling;Curling;MCEWEN, Dawn;CAN;Women;Curling;Gold
5266;2014;Sochi;Curling;Curling;OFFICER, Jill;CAN;Women;Curling;Gold
5267;2014;Sochi;Curling;Curling;WALL, Kirsten;CAN;Women;Curling;Gold
5268;2014;Sochi;Curling;Curling;ADAMS, Vicki;GBR;Women;Curling;Bronze
5269;2014;Sochi;Curling;Curling;GRAY, Lauren;GBR;Women;Curling;Bronze
5270;2014;Sochi;Curling;Curling;HAMILTON, Claire;GBR;Women;Curling;Bronze
5271;2014;Sochi;Curling;Curling;MUIRHEAD, Eve;GBR;Women;Curling;Bronze
5272;2014;Sochi;Curling;Curling;SLOAN, Anna;GBR;Women;Curling;Bronze
5273;2014;Sochi;Curling;Curling;BERTRUP, Christina;SWE;Women;Curling;Silver
5274;2014;Sochi;Curling;Curling;KNOCHENHAUER, Agnes;SWE;Women;Curling;Silver
5275;2014;Sochi;Curling;Curling;PRYTZ, Maria;SWE;Women;Curling;Silver
5276;2014;Sochi;Curling;Curling;SIGFRIDSSON, Margaretha;SWE;Women;Curling;Silver
5277;2014;Sochi;Curling;Curling;WENNERSTROEM, Maria;SWE;Women;Curling;Silver
5278;2014;Sochi;Ice Hockey;Ice Hockey;BENN, Jamie;CAN;Men;Ice Hockey;Gold
5279;2014;Sochi;Ice Hockey;Ice Hockey;BERGERON, Patrice;CAN;Men;Ice Hockey;Gold
5280;2014;Sochi;Ice Hockey;Ice Hockey;BOUWMEESTER, Jay;CAN;Men;Ice Hockey;Gold
5281;2014;Sochi;Ice Hockey;Ice Hockey;CARTER, Jeff;CAN;Men;Ice Hockey;Gold
5282;2014;Sochi;Ice Hockey;Ice Hockey;CROSBY, Sidney;CAN;Men;Ice Hockey;Gold
5283;2014;Sochi;Ice Hockey;Ice Hockey;DOUGHTY, Drew;CAN;Men;Ice Hockey;Gold
5284;2014;Sochi;Ice Hockey;Ice Hockey;DUCHENE, Matt;CAN;Men;Ice Hockey;Gold
5285;2014;Sochi;Ice Hockey;Ice Hockey;GETZLAF, Ryan;CAN;Men;Ice Hockey;Gold
5286;2014;Sochi;Ice Hockey;Ice Hockey;HAMHUIS, Dan;CAN;Men;Ice Hockey;Gold
5287;2014;Sochi;Ice Hockey;Ice Hockey;KEITH, Duncan;CAN;Men;Ice Hockey;Gold
5288;2014;Sochi;Ice Hockey;Ice Hockey;KUNITZ, Chris;CAN;Men;Ice Hockey;Gold
5289;2014;Sochi;Ice Hockey;Ice Hockey;LUONGO, Roberto;CAN;Men;Ice Hockey;Gold
5290;2014;Sochi;Ice Hockey;Ice Hockey;MARLEAU, Patrick;CAN;Men;Ice Hockey;Gold
5291;2014;Sochi;Ice Hockey;Ice Hockey;NASH, Rick;CAN;Men;Ice Hockey;Gold
5292;2014;Sochi;Ice Hockey;Ice Hockey;PERRY, Corey;CAN;Men;Ice Hockey;Gold
5293;2014;Sochi;Ice Hockey;Ice Hockey;PIETRANGELO, Alex;CAN;Men;Ice Hockey;Gold
5294;2014;Sochi;Ice Hockey;Ice Hockey;PRICE, Carey;CAN;Men;Ice Hockey;Gold
5295;2014;Sochi;Ice Hockey;Ice Hockey;SHARP, Patrick;CAN;Men;Ice Hockey;Gold
5296;2014;Sochi;Ice Hockey;Ice Hockey;SMITH, Mike;CAN;Men;Ice Hockey;Gold
5297;2014;Sochi;Ice Hockey;Ice Hockey;ST-LOUIS, Martin;CAN;Men;Ice Hockey;Gold
5298;2014;Sochi;Ice Hockey;Ice Hockey;SUBBAN, Pk;CAN;Men;Ice Hockey;Gold
5299;2014;Sochi;Ice Hockey;Ice Hockey;TAVARES, John;CAN;Men;Ice Hockey;Gold
5300;2014;Sochi;Ice Hockey;Ice Hockey;TOEWS, Jonathan;CAN;Men;Ice Hockey;Gold
5301;2014;Sochi;Ice Hockey;Ice Hockey;VLASIC, Marc-Edouard;CAN;Men;Ice Hockey;Gold
5302;2014;Sochi;Ice Hockey;Ice Hockey;WEBER, Shea;CAN;Men;Ice Hockey;Gold
5303;2014;Sochi;Ice Hockey;Ice Hockey;AALTONEN, Juhamatti;FIN;Men;Ice Hockey;Bronze
5304;2014;Sochi;Ice Hockey;Ice Hockey;BARKOV, Aleksander;FIN;Men;Ice Hockey;Bronze
5305;2014;Sochi;Ice Hockey;Ice Hockey;GRANLUND, Mikael;FIN;Men;Ice Hockey;Bronze
5306;2014;Sochi;Ice Hockey;Ice Hockey;HIETANEN, Juuso;FIN;Men;Ice Hockey;Bronze
5307;2014;Sochi;Ice Hockey;Ice Hockey;IMMONEN, Jarkko;FIN;Men;Ice Hockey;Bronze
5308;2014;Sochi;Ice Hockey;Ice Hockey;JOKINEN, Jussi;FIN;Men;Ice Hockey;Bronze
5309;2014;Sochi;Ice Hockey;Ice Hockey;JOKINEN, Olli;FIN;Men;Ice Hockey;Bronze
5310;2014;Sochi;Ice Hockey;Ice Hockey;KOMAROV, Leo;FIN;Men;Ice Hockey;Bronze
5311;2014;Sochi;Ice Hockey;Ice Hockey;KONTIOLA, Petri;FIN;Men;Ice Hockey;Bronze
5312;2014;Sochi;Ice Hockey;Ice Hockey;KORPIKOSKI, Lauri;FIN;Men;Ice Hockey;Bronze
5313;2014;Sochi;Ice Hockey;Ice Hockey;KUKKONEN, Lasse;FIN;Men;Ice Hockey;Bronze
5314;2014;Sochi;Ice Hockey;Ice Hockey;LEHTERA, Jori;FIN;Men;Ice Hockey;Bronze
5315;2014;Sochi;Ice Hockey;Ice Hockey;LEHTONEN, Kari;FIN;Men;Ice Hockey;Bronze
5316;2014;Sochi;Ice Hockey;Ice Hockey;LEPISTO, Sami;FIN;Men;Ice Hockey;Bronze
5317;2014;Sochi;Ice Hockey;Ice Hockey;MAATTA, Olli;FIN;Men;Ice Hockey;Bronze
5318;2014;Sochi;Ice Hockey;Ice Hockey;NIEMI, Antti;FIN;Men;Ice Hockey;Bronze
5319;2014;Sochi;Ice Hockey;Ice Hockey;PIHLSTROM, Antti;FIN;Men;Ice Hockey;Bronze
5320;2014;Sochi;Ice Hockey;Ice Hockey;RASK, Tuukka;FIN;Men;Ice Hockey;Bronze
5321;2014;Sochi;Ice Hockey;Ice Hockey;RUUTU, Tuomo;FIN;Men;Ice Hockey;Bronze
5322;2014;Sochi;Ice Hockey;Ice Hockey;SALMINEN, Sakari;FIN;Men;Ice Hockey;Bronze
5323;2014;Sochi;Ice Hockey;Ice Hockey;SALO, Sami;FIN;Men;Ice Hockey;Bronze
5324;2014;Sochi;Ice Hockey;Ice Hockey;SELANNE, Teemu;FIN;Men;Ice Hockey;Bronze
5325;2014;Sochi;Ice Hockey;Ice Hockey;TIMONEN, Kimmo;FIN;Men;Ice Hockey;Bronze
5326;2014;Sochi;Ice Hockey;Ice Hockey;VAANANEN, Ossi;FIN;Men;Ice Hockey;Bronze
5327;2014;Sochi;Ice Hockey;Ice Hockey;VATANEN, Sami;FIN;Men;Ice Hockey;Bronze
5328;2014;Sochi;Ice Hockey;Ice Hockey;ALFREDSSON, Daniel;SWE;Men;Ice Hockey;Silver
5329;2014;Sochi;Ice Hockey;Ice Hockey;BACKSTROM, Nicklas;SWE;Men;Ice Hockey;Silver
5330;2014;Sochi;Ice Hockey;Ice Hockey;BERGLUND, Patrik;SWE;Men;Ice Hockey;Silver
5331;2014;Sochi;Ice Hockey;Ice Hockey;EDLER, Alexander;SWE;Men;Ice Hockey;Silver
5332;2014;Sochi;Ice Hockey;Ice Hockey;EKMAN LARSSON, Oliver;SWE;Men;Ice Hockey;Silver
5333;2014;Sochi;Ice Hockey;Ice Hockey;ENROTH, Jhonas;SWE;Men;Ice Hockey;Silver
5334;2014;Sochi;Ice Hockey;Ice Hockey;ERICSSON, Jimmie;SWE;Men;Ice Hockey;Silver
5335;2014;Sochi;Ice Hockey;Ice Hockey;ERICSSON, Jonathan;SWE;Men;Ice Hockey;Silver
5336;2014;Sochi;Ice Hockey;Ice Hockey;ERIKSSON, Loui;SWE;Men;Ice Hockey;Silver
5337;2014;Sochi;Ice Hockey;Ice Hockey;GUSTAVSSON, Jonas;SWE;Men;Ice Hockey;Silver
5338;2014;Sochi;Ice Hockey;Ice Hockey;HAGELIN, Carl;SWE;Men;Ice Hockey;Silver
5339;2014;Sochi;Ice Hockey;Ice Hockey;HJALMARSSON, Niklas;SWE;Men;Ice Hockey;Silver
5340;2014;Sochi;Ice Hockey;Ice Hockey;JOHANSSON, Marcus;SWE;Men;Ice Hockey;Silver
5341;2014;Sochi;Ice Hockey;Ice Hockey;KARLSSON, Erik;SWE;Men;Ice Hockey;Silver
5342;2014;Sochi;Ice Hockey;Ice Hockey;KRONWALL, Niklas;SWE;Men;Ice Hockey;Silver
5343;2014;Sochi;Ice Hockey;Ice Hockey;KRUGER, Marcus;SWE;Men;Ice Hockey;Silver
5344;2014;Sochi;Ice Hockey;Ice Hockey;LANDESKOG, Gabriel;SWE;Men;Ice Hockey;Silver
5345;2014;Sochi;Ice Hockey;Ice Hockey;LUNDQVIST, Henrik;SWE;Men;Ice Hockey;Silver
5346;2014;Sochi;Ice Hockey;Ice Hockey;NYQUIST, Gustav;SWE;Men;Ice Hockey;Silver
5347;2014;Sochi;Ice Hockey;Ice Hockey;ODUYA, Johnny;SWE;Men;Ice Hockey;Silver
5348;2014;Sochi;Ice Hockey;Ice Hockey;SEDIN, Daniel;SWE;Men;Ice Hockey;Silver
5349;2014;Sochi;Ice Hockey;Ice Hockey;SILFVERBERG, Jakob;SWE;Men;Ice Hockey;Silver
5350;2014;Sochi;Ice Hockey;Ice Hockey;STEEN, Alexander;SWE;Men;Ice Hockey;Silver
5351;2014;Sochi;Ice Hockey;Ice Hockey;TALLINDER, Henrik;SWE;Men;Ice Hockey;Silver
5352;2014;Sochi;Ice Hockey;Ice Hockey;ZETTERBERG, Henrik;SWE;Men;Ice Hockey;Silver
5353;2014;Sochi;Ice Hockey;Ice Hockey;AGOSTA, Meghan;CAN;Women;Ice Hockey;Gold
5354;2014;Sochi;Ice Hockey;Ice Hockey;APPS, Gillian;CAN;Women;Ice Hockey;Gold
5355;2014;Sochi;Ice Hockey;Ice Hockey;DAOUST, Melodie;CAN;Women;Ice Hockey;Gold
5356;2014;Sochi;Ice Hockey;Ice Hockey;FORTINO, Laura;CAN;Women;Ice Hockey;Gold
5357;2014;Sochi;Ice Hockey;Ice Hockey;HEFFORD, Jayna;CAN;Women;Ice Hockey;Gold
5358;2014;Sochi;Ice Hockey;Ice Hockey;IRWIN, Haley;CAN;Women;Ice Hockey;Gold
5359;2014;Sochi;Ice Hockey;Ice Hockey;JENNER, Brianne;CAN;Women;Ice Hockey;Gold
5360;2014;Sochi;Ice Hockey;Ice Hockey;JOHNSTON, Rebecca;CAN;Women;Ice Hockey;Gold
5361;2014;Sochi;Ice Hockey;Ice Hockey;LABONTE, Charline;CAN;Women;Ice Hockey;Gold
5362;2014;Sochi;Ice Hockey;Ice Hockey;LACASSE, Genevieve;CAN;Women;Ice Hockey;Gold
5363;2014;Sochi;Ice Hockey;Ice Hockey;LAROCQUE, Jocelyne;CAN;Women;Ice Hockey;Gold
5364;2014;Sochi;Ice Hockey;Ice Hockey;MIKKELSON, Meaghan;CAN;Women;Ice Hockey;Gold
5365;2014;Sochi;Ice Hockey;Ice Hockey;OUELLETTE, Caroline;CAN;Women;Ice Hockey;Gold
5366;2014;Sochi;Ice Hockey;Ice Hockey;POULIN, Marie-Philip;CAN;Women;Ice Hockey;Gold
5367;2014;Sochi;Ice Hockey;Ice Hockey;ROUGEAU, Lauriane;CAN;Women;Ice Hockey;Gold
5368;2014;Sochi;Ice Hockey;Ice Hockey;SPOONER, Natalie;CAN;Women;Ice Hockey;Gold
5369;2014;Sochi;Ice Hockey;Ice Hockey;SZABADOS, Shannon;CAN;Women;Ice Hockey;Gold
5370;2014;Sochi;Ice Hockey;Ice Hockey;WAKEFIELD, Jennifer;CAN;Women;Ice Hockey;Gold
5371;2014;Sochi;Ice Hockey;Ice Hockey;WARD, Catherine;CAN;Women;Ice Hockey;Gold
5372;2014;Sochi;Ice Hockey;Ice Hockey;WATCHORN, Tara;CAN;Women;Ice Hockey;Gold
5373;2014;Sochi;Ice Hockey;Ice Hockey;WICKENHEISER, Hayley;CAN;Women;Ice Hockey;Gold
5374;2014;Sochi;Ice Hockey;Ice Hockey;ALDER, Janine;SUI;Women;Ice Hockey;Bronze
5375;2014;Sochi;Ice Hockey;Ice Hockey;ALTMANN, Livia;SUI;Women;Ice Hockey;Bronze
5376;2014;Sochi;Ice Hockey;Ice Hockey;ANTHAMATTEN, Sophie;SUI;Women;Ice Hockey;Bronze
5377;2014;Sochi;Ice Hockey;Ice Hockey;BENZ, Laura;SUI;Women;Ice Hockey;Bronze
5378;2014;Sochi;Ice Hockey;Ice Hockey;BENZ, Sara;SUI;Women;Ice Hockey;Bronze
5379;2014;Sochi;Ice Hockey;Ice Hockey;BULLO, Nicole;SUI;Women;Ice Hockey;Bronze
5380;2014;Sochi;Ice Hockey;Ice Hockey;EGGIMANN, Romy;SUI;Women;Ice Hockey;Bronze
5381;2014;Sochi;Ice Hockey;Ice Hockey;FORSTER, Sarah;SUI;Women;Ice Hockey;Bronze
5382;2014;Sochi;Ice Hockey;Ice Hockey;FRAUTSCHI, Angela;SUI;Women;Ice Hockey;Bronze
5383;2014;Sochi;Ice Hockey;Ice Hockey;LUTZ, Jessica;SUI;Women;Ice Hockey;Bronze
5384;2014;Sochi;Ice Hockey;Ice Hockey;MARTY, Julia;SUI;Women;Ice Hockey;Bronze
5385;2014;Sochi;Ice Hockey;Ice Hockey;MARTY, Stefanie;SUI;Women;Ice Hockey;Bronze
5386;2014;Sochi;Ice Hockey;Ice Hockey;MULLER, Alina;SUI;Women;Ice Hockey;Bronze
5387;2014;Sochi;Ice Hockey;Ice Hockey;NABHOLZ, Katrin;SUI;Women;Ice Hockey;Bronze
5388;2014;Sochi;Ice Hockey;Ice Hockey;RASELLI, Evelina;SUI;Women;Ice Hockey;Bronze
5389;2014;Sochi;Ice Hockey;Ice Hockey;SCHELLING, Florence;SUI;Women;Ice Hockey;Bronze
5390;2014;Sochi;Ice Hockey;Ice Hockey;STAENZ, Phoebe;SUI;Women;Ice Hockey;Bronze
5391;2014;Sochi;Ice Hockey;Ice Hockey;STALDER, Lara;SUI;Women;Ice Hockey;Bronze
5392;2014;Sochi;Ice Hockey;Ice Hockey;STIEFEL, Anja;SUI;Women;Ice Hockey;Bronze
5393;2014;Sochi;Ice Hockey;Ice Hockey;THALMANN, Sandra;SUI;Women;Ice Hockey;Bronze
5394;2014;Sochi;Ice Hockey;Ice Hockey;WAIDACHER, Nina;SUI;Women;Ice Hockey;Bronze
5395;2014;Sochi;Ice Hockey;Ice Hockey;BELLAMY, Kacey;USA;Women;Ice Hockey;Silver
5396;2014;Sochi;Ice Hockey;Ice Hockey;BOZEK, Megan;USA;Women;Ice Hockey;Silver
5397;2014;Sochi;Ice Hockey;Ice Hockey;CARPENTER, Alex;USA;Women;Ice Hockey;Silver
5398;2014;Sochi;Ice Hockey;Ice Hockey;CHU, Julie;USA;Women;Ice Hockey;Silver
5399;2014;Sochi;Ice Hockey;Ice Hockey;COYNE, Kendall;USA;Women;Ice Hockey;Silver
5400;2014;Sochi;Ice Hockey;Ice Hockey;DECKER, Brianna;USA;Women;Ice Hockey;Silver
5401;2014;Sochi;Ice Hockey;Ice Hockey;DUGGAN, Meghan;USA;Women;Ice Hockey;Silver
5402;2014;Sochi;Ice Hockey;Ice Hockey;FRY, Lyndsey;USA;Women;Ice Hockey;Silver
5403;2014;Sochi;Ice Hockey;Ice Hockey;KESSEL, Amanda;USA;Women;Ice Hockey;Silver
5404;2014;Sochi;Ice Hockey;Ice Hockey;KNIGHT, Hilary;USA;Women;Ice Hockey;Silver
5405;2014;Sochi;Ice Hockey;Ice Hockey;LAMOUREUX, Jocelyne;USA;Women;Ice Hockey;Silver
5406;2014;Sochi;Ice Hockey;Ice Hockey;LAMOUREUX, Monique;USA;Women;Ice Hockey;Silver
5407;2014;Sochi;Ice Hockey;Ice Hockey;MARVIN, Gigi;USA;Women;Ice Hockey;Silver
5408;2014;Sochi;Ice Hockey;Ice Hockey;MCLAUGHLIN, Brianne;USA;Women;Ice Hockey;Silver
5409;2014;Sochi;Ice Hockey;Ice Hockey;PICARD, Michelle;USA;Women;Ice Hockey;Silver
5410;2014;Sochi;Ice Hockey;Ice Hockey;PUCCI, Josephine;USA;Women;Ice Hockey;Silver
5411;2014;Sochi;Ice Hockey;Ice Hockey;SCHAUS, Molly;USA;Women;Ice Hockey;Silver
5412;2014;Sochi;Ice Hockey;Ice Hockey;SCHLEPER, Anne;USA;Women;Ice Hockey;Silver
5413;2014;Sochi;Ice Hockey;Ice Hockey;STACK, Kelli;USA;Women;Ice Hockey;Silver
5414;2014;Sochi;Ice Hockey;Ice Hockey;STECKLEIN, Lee;USA;Women;Ice Hockey;Silver
5415;2014;Sochi;Ice Hockey;Ice Hockey;VETTER, Jessie;USA;Women;Ice Hockey;Silver
5416;2014;Sochi;Luge;Luge;LINGER, Andreas;AUT;Men;Doubles;Silver
5417;2014;Sochi;Luge;Luge;LINGER, Wolfgang;AUT;Men;Doubles;Silver
5418;2014;Sochi;Luge;Luge;ARLT, Tobias;GER;Men;Doubles;Gold
5419;2014;Sochi;Luge;Luge;WENDL, Tobias;GER;Men;Doubles;Gold
5420;2014;Sochi;Luge;Luge;SICS, Andris;LAT;Men;Doubles;Bronze
5421;2014;Sochi;Luge;Luge;SICS, Juris;LAT;Men;Doubles;Bronze
5422;2014;Sochi;Luge;Luge;ARLT, Tobias;GER;Men;Mixed Relay;Gold
5423;2014;Sochi;Luge;Luge;LOCH, Felix;GER;Men;Mixed Relay;Gold
5424;2014;Sochi;Luge;Luge;WENDL, Tobias;GER;Men;Mixed Relay;Gold
5425;2014;Sochi;Luge;Luge;RUBENIS, Martins;LAT;Men;Mixed Relay;Bronze
5426;2014;Sochi;Luge;Luge;SICS, Andris;LAT;Men;Mixed Relay;Bronze
5427;2014;Sochi;Luge;Luge;SICS, Juris;LAT;Men;Mixed Relay;Bronze
5428;2014;Sochi;Luge;Luge;ANTONOV, Vladislav;RUS;Men;Mixed Relay;Silver
5429;2014;Sochi;Luge;Luge;DEMTSCHENKO, Albert;RUS;Men;Mixed Relay;Silver
